L,p_proj,p_ctrl_index,tmi_mean,tmi_sem
12,pproj0.750,20,0.005916146116844242,0.001418246966630687
12,pproj0.786,0,-1.1102230246251566e-18,3.0310769849482018e-19
12,pproj0.786,1,0.008106951144238567,0.0018040474009742976
12,pproj0.786,2,0.015125585896685468,0.00335214574672777
12,pproj0.786,3,0.020619618754916785,0.004238855551971349
12,pproj0.786,4,0.021321681739232906,0.004945734897476387
12,pproj0.786,5,0.033445850611858154,0.005436748261601779
12,pproj0.786,6,0.035078139990350504,0.006251405586050158
12,pproj0.786,7,0.026821587417179122,0.006627258056446672
12,pproj0.786,8,0.019512625077034086,0.007136557940451489
12,pproj0.786,9,0.026104116815160106,0.007588507648258311
12,pproj0.786,10,0.012087653761787132,0.0078118978144993585
12,pproj0.786,11,0.006063178555792125,0.00807324463193217
12,pproj0.786,12,0.008702626525940371,0.008119598879474558
12,pproj0.786,13,0.01867479168347636,0.008560130701456883
12,pproj0.786,14,0.01508953762870554,0.007818145594731317
12,pproj0.786,15,0.04684279067070267,0.006729938818427848
12,pproj0.786,16,0.049456886301881664,0.005425614563752982
12,pproj0.786,17,0.03988635730239605,0.004348579343735623
12,pproj0.786,18,0.019380097134016252,0.0030054624353461866
12,pproj0.786,19,0.015615044254224938,0.002303663290565453
12,pproj0.786,20,0.0059704892931579465,0.0013760260532715274
12,pproj0.821,0,-4.440892098500626e-19,1.7530441328073003e-19
12,pproj0.821,1,0.005191092203350269,0.0015340456126115296
12,pproj0.821,2,0.023374829457442656,0.003058314465424303
12,pproj0.821,3,0.02634061716320992,0.0036442455809453525
12,pproj0.821,4,0.03079633777604218,0.004312467219284735
12,pproj0.821,5,0.036376971301688855,0.00496538278149281
12,pproj0.821,6,0.05142299279067353,0.005422402943934276
12,pproj0.821,7,0.038360982756024245,0.005869768490928836
12,pproj0.821,8,0.04772123704651494,0.006041361663302342
12,pproj0.821,9,0.04775267656649782,0.006670540350289275
12,pproj0.821,10,0.05073060177820158,0.0071602857684770465
12,pproj0.821,11,0.038608262241602194,0.007397989020479077
12,pproj0.821,12,0.0590018849438107,0.006981544875170412
12,pproj0.821,13,0.04793267764915626,0.006885968903916686
12,pproj0.821,14,0.05196807633113159,0.006430085296295412
12,pproj0.821,15,0.0548802032529717,0.0058482161581503815
12,pproj0.821,16,0.0504829916291332,0.0050142792449259085
12,pproj0.821,17,0.03514992116182215,0.0038095487888589706
12,pproj0.821,18,0.016607061001516498,0.0025215855410731995
12,pproj0.821,19,0.008315424692767142,0.0016595553533506533
12,pproj0.821,20,0.0026518423772485737,0.0010445726646350205
12,pproj0.857,0,-1.6653345369377348e-19,1.2410186741643505e-19
12,pproj0.857,1,0.007423549350590097,0.0015595954779840944
12,pproj0.857,2,0.01353610246271164,0.0021953785366952455
12,pproj0.857,3,0.027103352600442904,0.0031466389074115155
12,pproj0.857,4,0.03736328649936275,0.003878332733119071
12,pproj0.857,5,0.04798399432642455,0.00418706702045234
12,pproj0.857,6,0.052149127932388,0.004682145686600282
12,pproj0.857,7,0.04553950898959559,0.005005073674971356
12,pproj0.857,8,0.06691466884693661,0.005240185578897024
12,pproj0.857,9,0.06832171979430765,0.005606124493116427
12,pproj0.857,10,0.06755265879801789,0.005910807507351673
12,pproj0.857,11,0.08215630980615096,0.006088026793814039
12,pproj0.857,12,0.07247957810511615,0.006116077267176579
12,pproj0.857,13,0.06927873845425403,0.005859556685960125
12,pproj0.857,14,0.07128285121759118,0.00574198941734859
12,pproj0.857,15,0.06577489037106034,0.00529194450013169
12,pproj0.857,16,0.049943666494806596,0.004162684673826558
12,pproj0.857,17,0.038447415175413446,0.0035306789651242407
12,pproj0.857,18,0.018938685209564887,0.002574936562011649
12,pproj0.857,19,0.007366003389036074,0.001509543432638923
12,pproj0.857,20,0.0027403194616709915,0.0009349234490623143
12,pproj0.893,0,0.0,0.0
12,pproj0.893,1,0.00677110986577291,0.0014776128712644698
12,pproj0.893,2,0.008793416799274447,0.0018633202499938571
12,pproj0.893,3,0.015712504689412,0.0024734872304354124
12,pproj0.893,4,0.033563657608478376,0.0034000248269409517
12,pproj0.893,5,0.034929954517778146,0.0035418377071699675
12,pproj0.893,6,0.04373667333158404,0.003793256056725321
12,pproj0.893,7,0.055027326700070725,0.00442104639053297
12,pproj0.893,8,0.05897458996920615,0.004743815295033152
12,pproj0.893,9,0.06300286309953722,0.004974151754292459
12,pproj0.893,10,0.08252239027664214,0.005333290082760468
12,pproj0.893,11,0.0827448587989312,0.005167657882585623
12,pproj0.893,12,0.07473194394046047,0.005271093816282284
12,pproj0.893,13,0.08036190597049517,0.005442575005313175
12,pproj0.893,14,0.0589271434506817,0.004747856508065239
12,pproj0.893,15,0.05936325267094802,0.004445835384230614
12,pproj0.893,16,0.04292248737826469,0.003857527762455634
12,pproj0.893,17,0.016222246078796528,0.0024968666793301893
12,pproj0.893,18,0.016012362387383072,0.002339011207052498
12,pproj0.893,19,0.003609576939025611,0.001192393222790111
12,pproj0.893,20,0.0018767089876257522,0.0007872772037128439
12,pproj0.929,0,0.0,0.0
12,pproj0.929,1,0.003956150529305585,0.0011297903169388253
12,pproj0.929,2,0.008840450053793983,0.0017715292706396932
12,pproj0.929,3,0.01430911641504981,0.0021855419907798324
12,pproj0.929,4,0.022493771295472115,0.0027519508439545876
12,pproj0.929,5,0.024871682605168477,0.0029019529188411565
12,pproj0.929,6,0.038254284849469286,0.0035019972224924804
12,pproj0.929,7,0.04632256153052325,0.00386062283317579
12,pproj0.929,8,0.04800442702188785,0.00399329314343992
12,pproj0.929,9,0.058609514795490765,0.004226497294463564
12,pproj0.929,10,0.07048860060725318,0.004511058348697905
12,pproj0.929,11,0.0663689419650603,0.004624264373184653
12,pproj0.929,12,0.06471458244895274,0.004675554597494552
12,pproj0.929,13,0.05423212027321383,0.004137166446028372
12,pproj0.929,14,0.05494977597602804,0.004183349498565471
12,pproj0.929,15,0.04128161438901213,0.003761053971107861
12,pproj0.929,16,0.024800696440038038,0.002832548063707134
12,pproj0.929,17,0.01432207334015336,0.0021267564458312994
12,pproj0.929,18,0.009762387788977518,0.0018607099894819153
12,pproj0.929,19,0.0030664820546908384,0.00100305443861995
12,pproj0.929,20,0.000836988216785835,0.0005105847867262963
12,pproj0.964,0,0.0,0.0
12,pproj0.964,1,0.002223282577905724,0.0008598069003108435
12,pproj0.964,2,0.002975321276293859,0.0009990391822170504
12,pproj0.964,3,0.003204111830917445,0.0010091346634696536
12,pproj0.964,4,0.010463973404711432,0.0018679285437923636
12,pproj0.964,5,0.017748230060590127,0.0025339705589638886
12,pproj0.964,6,0.015733441338825364,0.0022999009213934734
12,pproj0.964,7,0.023507548364520025,0.0027371950613128034
12,pproj0.964,8,0.027759819401451363,0.0029889218800652484
12,pproj0.964,9,0.03193056074811968,0.0032273652722750548
12,pproj0.964,10,0.04125521416842027,0.003581656304496329
12,pproj0.964,11,0.035641399819201044,0.0034039127894901857
12,pproj0.964,12,0.0400856235010603,0.0035887194838296866
12,pproj0.964,13,0.03025447143815083,0.0030880100471193223
12,pproj0.964,14,0.027401787346577833,0.002882770732547788
12,pproj0.964,15,0.019604078093043355,0.002521450814754657
12,pproj0.964,16,0.01220881391819745,0.0019919231046928586
12,pproj0.964,17,0.008488229460204635,0.0016699519005925986
12,pproj0.964,18,0.0051397123363713946,0.001285403175671644
12,pproj0.964,19,0.000693147180559944,0.0004900064628338599
12,pproj0.964,20,3.449643574347505e-05,3.4496435743475546e-05
16,pproj0.500,0,-0.06841782180588711,0.005578858713894587
16,pproj0.500,1,-0.3032636118081835,0.012275415192336998
16,pproj0.500,2,-0.43766305292120045,0.014983549326710777
16,pproj0.500,3,-0.5963990205758838,0.017651510362955446
16,pproj0.500,4,-0.7143575633348481,0.018613728343559788
16,pproj0.500,5,-0.869964623989018,0.020115856829142482
16,pproj0.500,6,-0.9604741463016722,0.02018354984733309
16,pproj0.500,7,-1.098025341854929,0.021230955359367934
16,pproj0.500,8,-1.1202019877166995,0.02111000452362449
16,pproj0.500,9,-1.19509846942142,0.02157215928234124
16,pproj0.500,10,-1.1713377658684703,0.02209812742318781
16,pproj0.500,11,-1.210307235998846,0.022320921736508924
16,pproj0.500,12,-1.0665539275541256,0.023353772850696394
16,pproj0.500,13,-0.9083310918011478,0.02347129620112985
16,pproj0.500,14,-0.6671167804430664,0.021914158866056646
16,pproj0.500,15,-0.3502604246652926,0.019391940131850333
16,pproj0.500,16,-0.16370708035043716,0.015590135386511458
16,pproj0.500,17,-0.017893014502259313,0.009413183059086772
16,pproj0.500,18,0.023873422959246045,0.004918288624415135
16,pproj0.500,19,0.007175239608968056,0.0030389882496004083
16,pproj0.500,20,0.0012245587027574641,0.001544166707085556
16,pproj0.536,0,-0.03471247475094353,0.0037063864716797
16,pproj0.536,1,-0.17794114636003605,0.01025450033204235
16,pproj0.536,2,-0.325581956527894,0.013559873811197514
16,pproj0.536,3,-0.42514561753496866,0.015483430204682304
16,pproj0.536,4,-0.53839928293396,0.017029084639199728
16,pproj0.536,5,-0.6554867220766855,0.018611925391277668
16,pproj0.536,6,-0.7737696212883125,0.019027248193691313
16,pproj0.536,7,-0.8739761194157132,0.020111973386777244
16,pproj0.536,8,-0.9311495771886944,0.021106022295114487
16,pproj0.536,9,-1.0052838634007826,0.02105183810376545
16,pproj0.536,10,-1.058498936308211,0.021397044013898834
16,pproj0.536,11,-1.0289651446460422,0.02185246701443491
16,pproj0.536,12,-0.9675681925747887,0.021522873275595003
16,pproj0.536,13,-0.8399423014424158,0.022066580005636563
16,pproj0.536,14,-0.6072461103594549,0.021117713113303824
16,pproj0.536,15,-0.32068900166958597,0.018561119497277134
16,pproj0.536,16,-0.1178416404174624,0.014564381554489294
16,pproj0.536,17,-0.01866510585122602,0.009936686457715825
16,pproj0.536,18,0.020708229679026403,0.005255946674519145
16,pproj0.536,19,0.007486635543457732,0.0026834752440624754
16,pproj0.536,20,0.002671581725233549,0.001441971763313427
16,pproj0.571,0,-0.017328679513998677,0.0026114817735322666
16,pproj0.571,1,-0.10706544513151356,0.008676684135431458
16,pproj0.571,2,-0.20268750995321444,0.011688778192092087
16,pproj0.571,3,-0.3188217392310889,0.013787330334380442
16,pproj0.571,4,-0.42429222685768353,0.015892515165682727
16,pproj0.571,5,-0.5131836447780757,0.017315910033047614
16,pproj0.571,6,-0.5849860377740047,0.018427105072368388
16,pproj0.571,7,-0.7227751252235939,0.01931394415683105
16,pproj0.571,8,-0.7529924314138903,0.019687852497433864
16,pproj0.571,9,-0.836888251182209,0.02030232576342674
16,pproj0.571,10,-0.8614821817691343,0.020759996084381484
16,pproj0.571,11,-0.8813472742528023,0.020358430908719864
16,pproj0.571,12,-0.8018382540463777,0.020779557034036465
16,pproj0.571,13,-0.6939305194926819,0.020715830248641553
16,pproj0.571,14,-0.5024311252065692,0.019918852335384873
16,pproj0.571,15,-0.2816625929038369,0.017736848465934048
16,pproj0.571,16,-0.07983534057608015,0.013066953390804763
16,pproj0.571,17,0.01103271964273683,0.008387637674720689
16,pproj0.571,18,0.020557136912069965,0.004163066619344729
16,pproj0.571,19,0.007929341536766313,0.0024750635229924653
16,pproj0.571,20,0.0013427886726250673,0.0005988197181394612
16,pproj0.607,0,-0.004505456673639672,0.001425760195580233
16,pproj0.607,1,-0.06320444623143667,0.007780068824037199
16,pproj0.607,2,-0.1283701810509624,0.010190704407131549
16,pproj0.607,3,-0.1878939686189153,0.011634107020711087
16,pproj0.607,4,-0.26745247794533555,0.01410328415581563
16,pproj0.607,5,-0.3479863640595624,0.015244585430510379
16,pproj0.607,6,-0.4495834593229407,0.01665006213596607
16,pproj0.607,7,-0.5132446416895445,0.01717922896307467
16,pproj0.607,8,-0.5849045020200445,0.019020235378922723
16,pproj0.607,9,-0.6543373971088126,0.019081353106333916
16,pproj0.607,10,-0.7145575522553984,0.01924572040234865
16,pproj0.607,11,-0.7082873487245128,0.019737364392846724
16,pproj0.607,12,-0.6676085896151962,0.019799725447048163
16,pproj0.607,13,-0.552968907746826,0.01950295731804111
16,pproj0.607,14,-0.4176265996998053,0.01855773983114578
16,pproj0.607,15,-0.1772999732721765,0.01526523257513485
16,pproj0.607,16,-0.04003655864346797,0.012223910964248264
16,pproj0.607,17,0.02541044146379582,0.007105543473065061
16,pproj0.607,18,0.013207047679092792,0.004385301609674976
16,pproj0.607,19,0.014818345518286674,0.0025105622300715634
16,pproj0.607,20,0.0030409114959308436,0.001045817246273071
16,pproj0.643,0,-0.0010397207708399362,0.0005999827000990962
16,pproj0.643,1,-0.008602198818269208,0.005453835589900886
16,pproj0.643,2,-0.0376555816488726,0.008436596941600996
16,pproj0.643,3,-0.11798725290927159,0.010642555143062624
16,pproj0.643,4,-0.13424338639726244,0.01149005274348081
16,pproj0.643,5,-0.21318446713891398,0.013801439849833017
16,pproj0.643,6,-0.2653034163504046,0.014341548208944656
16,pproj0.643,7,-0.3785411334959764,0.016578316535178435
16,pproj0.643,8,-0.42717777064159645,0.017248426919297857
16,pproj0.643,9,-0.5187589140029992,0.01785079785410988
16,pproj0.643,10,-0.5077878048570977,0.017870607372430236
16,pproj0.643,11,-0.5198544045318984,0.018230618780217242
16,pproj0.643,12,-0.5382598767025095,0.018404024375490192
16,pproj0.643,13,-0.4424702241931375,0.017841331538073022
16,pproj0.643,14,-0.28720945092079037,0.016862445599504432
16,pproj0.643,15,-0.1525860914238877,0.014638461808950782
16,pproj0.643,16,-0.014765138852457341,0.010554906137023952
16,pproj0.643,17,0.0243492568444358,0.007016009385040153
16,pproj0.643,18,0.020692309222500215,0.00380829313170316
16,pproj0.643,19,0.0030677849650354166,0.0018566983482837752
16,pproj0.643,20,0.000966820980976554,0.0007219938073209343
16,pproj0.679,0,-0.0003465735902799815,0.0003465735902799726
16,pproj0.679,1,0.002702378274027884,0.005150111098578798
16,pproj0.679,2,-0.00953253958893678,0.006817329618228203
16,pproj0.679,3,-0.04883372923409493,0.009112325838762475
16,pproj0.679,4,-0.06167950182234375,0.010499538829579722
16,pproj0.679,5,-0.10297469689254006,0.011558026764645237
16,pproj0.679,6,-0.19298415538504066,0.013481648187053902
16,pproj0.679,7,-0.20835865564819345,0.014210560143840366
16,pproj0.679,8,-0.2930352747639828,0.015166137520579074
16,pproj0.679,9,-0.3353462409958049,0.016348723585470553
16,pproj0.679,10,-0.3660712913703187,0.016999109819987417
16,pproj0.679,11,-0.4097148126427484,0.016598982094721194
16,pproj0.679,12,-0.3631498372545316,0.016522686397519214
16,pproj0.679,13,-0.29685964233169276,0.016085161138895417
16,pproj0.679,14,-0.1592900369230922,0.014667382950167947
16,pproj0.679,15,-0.05608519700059783,0.012013732158652136
16,pproj0.679,16,0.00870782877499069,0.009245215650392215
16,pproj0.679,17,0.033012922004783896,0.006311756248389502
16,pproj0.679,18,0.016329233958024335,0.00328864922336785
16,pproj0.679,19,0.003384860885987735,0.0015484345669757598
16,pproj0.679,20,0.0016588010862451869,0.0008132163360492441
16,pproj0.714,0,-5.828670879282072e-18,8.337773069800138e-19
16,pproj0.714,1,0.017002980680432926,0.0045632684966048845
16,pproj0.714,2,0.014724684794874874,0.005899581163567528
16,pproj0.714,3,0.01809581771586756,0.0075734803582946765
16,pproj0.714,4,-0.006700622403528226,0.00926003582420798
16,pproj0.714,5,-0.02991205875258992,0.010133302199946848
16,pproj0.714,6,-0.05347848534431063,0.011118087983745995
16,pproj0.714,7,-0.09109294601888211,0.012141579134971117
16,pproj0.714,8,-0.18171524734354774,0.013288689991540929
16,pproj0.714,9,-0.19520635385894372,0.0135838084064591
16,pproj0.714,10,-0.22420888314384893,0.014500965955425325
16,pproj0.714,11,-0.2716561712241064,0.015115901041130477
16,pproj0.714,12,-0.21908656911878394,0.0152827057870062
16,pproj0.714,13,-0.20394609314896575,0.014748866409875088
16,pproj0.714,14,-0.08677058059373127,0.012677814210182079
16,pproj0.714,15,-0.015559011781045318,0.01057428057593627
16,pproj0.714,16,0.023151574309255844,0.00813617211354567
16,pproj0.714,17,0.03608767551299289,0.004813168324716894
16,pproj0.714,18,0.023531411694850526,0.0030837539240961193
16,pproj0.714,19,0.007797493032256773,0.0018323384595808688
16,pproj0.714,20,0.0019356005054539417,0.0008000709580916411
16,pproj0.750,0,-2.9420910152566647e-18,5.076685792510862e-19
16,pproj0.750,1,0.01466000277626858,0.0038841213753934424
16,pproj0.750,2,0.03298039222735599,0.005370963082259624
16,pproj0.750,3,0.03449642034688372,0.006625504777602363
16,pproj0.750,4,0.04847156205244373,0.00765664512411561
16,pproj0.750,5,0.03373339267636645,0.008703865174476582
16,pproj0.750,6,-0.0007891368175251507,0.009692074670892213
16,pproj0.750,7,-0.017026177124214094,0.010421859224568713
16,pproj0.750,8,-0.05252838684249818,0.011578929837923687
16,pproj0.750,9,-0.08960420311262147,0.012805299949369856
16,pproj0.750,10,-0.1311959624515713,0.013135297388763819
16,pproj0.750,11,-0.12495479620903721,0.012907650356503814
16,pproj0.750,12,-0.11042334551925365,0.013329376661818609
16,pproj0.750,13,-0.09394974345402037,0.01279182342554249
16,pproj0.750,14,-0.017249668406904745,0.011334958733397406
16,pproj0.750,15,0.022964535648103086,0.00966152193979788
16,pproj0.750,16,0.05378782543327979,0.006978028869138861
16,pproj0.750,17,0.04558459823235422,0.0043567204946279355
16,pproj0.750,18,0.015248905057775073,0.0027339185272606506
16,pproj0.750,19,0.008155524510526636,0.0015861583521327208
16,pproj0.750,20,0.0012670936124135218,0.0007033055274232226
16,pproj0.786,0,-1.8873791418627663e-18,4.2075374708302763e-19
16,pproj0.786,1,0.017802781526846428,0.0030361761493396438
16,pproj0.786,2,0.033093876030156115,0.0043537869067288735
16,pproj0.786,3,0.05892869670517031,0.0058416758442605314
16,pproj0.786,4,0.060487204385181216,0.006997628629880322
16,pproj0.786,5,0.0696525541882039,0.007607853855026225
16,pproj0.786,6,0.06509957769601205,0.008732701362841232
16,pproj0.786,7,0.03999929579651245,0.009203292735543302
16,pproj0.786,8,0.02595809631894496,0.010329187392717796
16,pproj0.786,9,0.036143095858313844,0.010704119928318984
16,pproj0.786,10,-0.017996844757125496,0.011486803133541345
16,pproj0.786,11,-0.004898761008421121,0.010988385405337536
16,pproj0.786,12,-0.02930146263219758,0.011434016614391371
16,pproj0.786,13,0.02442703521785424,0.010498144417553661
16,pproj0.786,14,0.04673528877595378,0.009854159406462342
16,pproj0.786,15,0.08014060283056279,0.007738263597820094
16,pproj0.786,16,0.06580782367658848,0.005602172005943386
16,pproj0.786,17,0.049883725779070076,0.0042718074817180455
16,pproj0.786,18,0.016245284606753452,0.002334024147059406
16,pproj0.786,19,0.0035946812070593924,0.0011081406573708998
16,pproj0.786,20,0.00011157177565710341,0.00011157177565710462
16,pproj0.821,0,-3.3306690738754697e-19,1.5687173383435385e-19
16,pproj0.821,1,0.020171575845901426,0.0026427127801807644
16,pproj0.821,2,0.037528928654867594,0.0037103826946115292
16,pproj0.821,3,0.05643504097192937,0.0051826015633918195
16,pproj0.821,4,0.07872383647939915,0.005825641507978338
16,pproj0.821,5,0.09425872631304218,0.006661663770855937
16,pproj0.821,6,0.10264378096860759,0.0072372566921381125
16,pproj0.821,7,0.09806673233140464,0.007622454842489368
16,pproj0.821,8,0.09236183664759721,0.00817192750525281
16,pproj0.821,9,0.09933596790912522,0.008473549301065532
16,pproj0.821,10,0.07097890208146612,0.00931943259429577
16,pproj0.821,11,0.06869185596737151,0.009563728517291174
16,pproj0.821,12,0.07288116135339905,0.009256873061587803
16,pproj0.821,13,0.08497550401267023,0.008649434163536742
16,pproj0.821,14,0.10694693718811518,0.007959600891291066
16,pproj0.821,15,0.089924778260541,0.006203595057867484
16,pproj0.821,16,0.06738814345253104,0.0052962796014052035
16,pproj0.821,17,0.04262231635438362,0.0037798720974218164
16,pproj0.821,18,0.011114866203878793,0.0021095150154063816
16,pproj0.821,19,0.005604191047523835,0.0013193288231483093
16,pproj0.821,20,0.0009485599924429386,0.0005524173339594589
16,pproj0.857,0,-1.6653345369377348e-19,9.610002416639412e-20
16,pproj0.857,1,0.013536579289123909,0.0023053210448006484
16,pproj0.857,2,0.034900514378457606,0.0035251934320105413
16,pproj0.857,3,0.05751636425288005,0.004620560845085934
16,pproj0.857,4,0.0699608494889695,0.005220009079813154
16,pproj0.857,5,0.10031936833754448,0.0059203975507252805
16,pproj0.857,6,0.10791455465951558,0.006412322559508675
16,pproj0.857,7,0.11049047110978258,0.0067142031743218
16,pproj0.857,8,0.13163059286289694,0.006970055930000659
16,pproj0.857,9,0.13205730936669624,0.007523607071041299
16,pproj0.857,10,0.13889548915779112,0.007967923579847366
16,pproj0.857,11,0.13296230923777716,0.008080127101244219
16,pproj0.857,12,0.14101064049059517,0.008061163641266206
16,pproj0.857,13,0.1347691510530713,0.007355852259281503
16,pproj0.857,14,0.11822878739031646,0.006881303940913247
16,pproj0.857,15,0.09354681696901955,0.00602054136295035
16,pproj0.857,16,0.07273694183297091,0.004792724669412994
16,pproj0.857,17,0.03703849767827162,0.0034341033818486625
16,pproj0.857,18,0.00902309542485916,0.0017720399875598945
16,pproj0.857,19,0.004869922625781117,0.001328561340875254
16,pproj0.857,20,0.0004904146265058618,0.00037517145512353737
16,pproj0.893,0,0.0,0.0
16,pproj0.893,1,0.008323977426718615,0.001808390434574941
16,pproj0.893,2,0.02479231472494884,0.0028573666168337252
16,pproj0.893,3,0.044332791483759765,0.003892079167001139
16,pproj0.893,4,0.055335147340259835,0.0042506389749244625
16,pproj0.893,5,0.07563170005856089,0.005103336401865688
16,pproj0.893,6,0.10194776960170883,0.005553976780922645
16,pproj0.893,7,0.1122883817957142,0.006278095852587674
16,pproj0.893,8,0.13794218303410027,0.006677098877054083
16,pproj0.893,9,0.15054623076331333,0.006733324645392969
16,pproj0.893,10,0.14856064846538405,0.006967595066089056
16,pproj0.893,11,0.1439314291617497,0.007022189206034952
16,pproj0.893,12,0.15697012675144725,0.006935040344052524
16,pproj0.893,13,0.13192359658523667,0.006433373179229459
16,pproj0.893,14,0.1149595243407484,0.005819285760886683
16,pproj0.893,15,0.07827786056815125,0.005000694483306144
16,pproj0.893,16,0.05398081334127795,0.004090528593166562
16,pproj0.893,17,0.0243974263546285,0.0027102354352673344
16,pproj0.893,18,0.006876356082653235,0.001611669655494182
16,pproj0.893,19,0.0014451858789480806,0.0006950672650394482
16,pproj0.893,20,9.116077839697679e-05,9.116077839697744e-05
16,pproj0.929,0,0.0,0.0
16,pproj0.929,1,0.010494579746795431,0.0018630387596945844
16,pproj0.929,2,0.01767468884758869,0.002436146133666924
16,pproj0.929,3,0.031347322424732066,0.003152489873941593
16,pproj0.929,4,0.04209710669346786,0.0037108164761982722
16,pproj0.929,5,0.06878075450962713,0.004659927148941117
16,pproj0.929,6,0.07025572808325446,0.004645288005886375
16,pproj0.929,7,0.0905555132656585,0.005274146840378117
16,pproj0.929,8,0.1157559216647673,0.005750469183237072
16,pproj0.929,9,0.13113157523541794,0.006041305378217775
16,pproj0.929,10,0.12612814666941252,0.005990630994580193
16,pproj0.929,11,0.1271879468185943,0.0060241113418428235
16,pproj0.929,12,0.10686161837823266,0.00557769841833356
16,pproj0.929,13,0.12153750208051521,0.005889813367860613
16,pproj0.929,14,0.09622347108576969,0.005313342877399309
16,pproj0.929,15,0.07164641116767033,0.004671584979380602
16,pproj0.929,16,0.0352845542233432,0.003376929068475214
16,pproj0.929,17,0.02000470868338931,0.0025494631251339315
16,pproj0.929,18,0.00450545667363964,0.0012221894605789173
16,pproj0.929,19,0.0017328679513998625,0.0007741863690328417
16,pproj0.929,20,0.0004904146265058628,0.00037517145512353726
16,pproj0.964,0,0.0,0.0
16,pproj0.964,1,0.002426015131959806,0.0009155703873617307
16,pproj0.964,2,0.007683510503987583,0.0016305187535978216
16,pproj0.964,3,0.01441224975553295,0.0021938340329089147
16,pproj0.964,4,0.021570170641803794,0.002663599118314619
16,pproj0.964,5,0.02794668929975981,0.003149476712136334
16,pproj0.964,6,0.03990807888333584,0.003634037863669809
16,pproj0.964,7,0.04061861703173631,0.003684339419503326
16,pproj0.964,8,0.06753927776131194,0.004679499178316604
16,pproj0.964,9,0.07232466969811159,0.004702727540874958
16,pproj0.964,10,0.07198264444934609,0.004792212737451306
16,pproj0.964,11,0.07498311724949719,0.004719300569879278
16,pproj0.964,12,0.07964731288339325,0.004838930372931182
16,pproj0.964,13,0.06425790809369808,0.004456782671062661
16,pproj0.964,14,0.048384107183899315,0.003906783887407314
16,pproj0.964,15,0.035367275341015095,0.003421145374168832
16,pproj0.964,16,0.017575539591930145,0.0023948466377445667
16,pproj0.964,17,0.006669847733717174,0.0014922659762451277
16,pproj0.964,18,0.0038123094930796967,0.0011465758826029895
16,pproj0.964,19,0.0,0.0
16,pproj0.964,20,0.0003465735902799723,0.00034657359027997245
20,pproj0.500,0,-0.0636155996918365,0.005220397956263471
20,pproj0.500,1,-0.44728822116267614,0.01535186503424148
20,pproj0.500,2,-0.6623236226317407,0.018992539859718105
20,pproj0.500,3,-0.8496148324869196,0.02083268738323754
20,pproj0.500,4,-1.0250077324355131,0.02232926865097079
20,pproj0.500,5,-1.2256709242784243,0.023655609295805693
20,pproj0.500,6,-1.3930928701480878,0.024922934719965668
20,pproj0.500,7,-1.5303040311631768,0.025630685843986038
20,pproj0.500,8,-1.6425356833149127,0.025495886288149756
20,pproj0.500,9,-1.731717467245674,0.026374145064876245
20,pproj0.500,10,-1.7741491161303529,0.02658258876591136
20,pproj0.500,11,-1.7135596320133888,0.026858031228539206
20,pproj0.500,12,-1.6309344820800624,0.02765116913230309
20,pproj0.500,13,-1.3849953662056005,0.028301408058880102
20,pproj0.500,14,-1.0049974117102318,0.027483194110750623
20,pproj0.500,15,-0.5627285646114251,0.024824816149355347
20,pproj0.500,16,-0.16936889167402025,0.016935270684125897
20,pproj0.500,17,-0.004863186878283328,0.009739336502381832
20,pproj0.500,18,0.013447885556149139,0.004046513942375874
20,pproj0.500,19,0.0060862055710058345,0.0014036295899606472
20,pproj0.500,20,0.0007646976023802779,0.0006602295615569345
20,pproj0.536,0,-0.024145195665209708,0.0032102857627885634
20,pproj0.536,1,-0.27461703443465874,0.013205041283697639
20,pproj0.536,2,-0.4404409745008911,0.016340666171948334
20,pproj0.536,3,-0.604893784874467,0.018722043700514616
20,pproj0.536,4,-0.7744272740942812,0.020834434753752542
20,pproj0.536,5,-0.931914523827806,0.02261120677682391
20,pproj0.536,6,-1.1113524894156785,0.023275087951273227
20,pproj0.536,7,-1.305777699836799,0.025055377025324333
20,pproj0.536,8,-1.376999064345027,0.025400690632656733
20,pproj0.536,9,-1.4942268809757278,0.02565146046898453
20,pproj0.536,10,-1.5405440084858824,0.02578186073026664
20,pproj0.536,11,-1.5562052099787549,0.026997663566418167
20,pproj0.536,12,-1.41491585068036,0.027142161447027295
20,pproj0.536,13,-1.2330921432769704,0.02799486011244231
20,pproj0.536,14,-0.8470769700914966,0.02579315573098432
20,pproj0.536,15,-0.4350329492995646,0.021628988718735018
20,pproj0.536,16,-0.11594428359222164,0.015734948253419784
20,pproj0.536,17,0.014943120542868936,0.008023895071881022
20,pproj0.536,18,0.014821717803665785,0.0034845572483761075
20,pproj0.536,19,0.0060021812719024846,0.001528191773188608
20,pproj0.536,20,0.00041333928659223083,0.00035291324837859433
20,pproj0.571,0,-0.005496572968063813,0.002038230550550361
20,pproj0.571,1,-0.17699301917186594,0.013792659445000835
20,pproj0.571,2,-0.3146846688383106,0.01778688736334984
20,pproj0.571,3,-0.4402211351873183,0.021019789373157273
20,pproj0.571,4,-0.5665654886357548,0.022652620416803423
20,pproj0.571,5,-0.7198007685895481,0.025753533446913546
20,pproj0.571,6,-0.8823587977117819,0.02725792511411688
20,pproj0.571,7,-0.9243589374437496,0.02736427211809311
